Código,Nome empresa,cd2,link Bovespa,Nome completo empresa,Link trading view,Link google,Segmento empresa,SETOR,SUBSETOR,SEGMENTO
MOAR3,MONT ARANHA,MOAR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8893,MONTEIRO ARANHA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MOAR3,https://www.google.com/search?q=MONT ARANHA Holdings Diversificadas,Holdings Diversificadas,Financeiro,Holdings Diversificadas,Holdings Diversificadas
MOSI3,MOSAICO,MOSI,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25470&idioma=pt-br,Mosaico Tecnologia ao Consumidor S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MOSI3,https://www.google.com/search?q=MOSAICO Programas e Serviços,Programas e Serviços,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
MOVI3,MOVIDA,MOVI,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23825,MOVIDA PARTICIPACOES SA,https://br.tradingview.com/symbols/BMFBOVESPA-MOVI3,https://www.google.com/search?q=MOVIDA Aluguel de carros,Aluguel de carros,Consumo Cíclico,Diversos,Aluguel de carros
MRFG3,MARFRIG,MRFG,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20788,MARFRIG GLOBAL FOODS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MRFG3,https://www.google.com/search?q=MARFRIG Carnes e Derivados,Carnes e Derivados,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados
MRSA3B,MRS LOGIST,MRSA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=17949&idioma=pt-br,MRS LOGISTICA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MRSA3B,https://www.google.com/search?q=MRS LOGIST Transporte Ferroviário,Transporte Ferroviário,Bens Industriais,Transporte,Transporte Ferroviário
MRSA5B,MRS LOGIST,MRSA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=17949&idioma=pt-br,MRS LOGISTICA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MRSA5B,https://www.google.com/search?q=MRS LOGIST Transporte Ferroviário,Transporte Ferroviário,Bens Industriais,Transporte,Transporte Ferroviário
MRSA6B,MRS LOGIST,MRSA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=17949&idioma=pt-br,MRS LOGISTICA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MRSA6B,https://www.google.com/search?q=MRS LOGIST Transporte Ferroviário,Transporte Ferroviário,Bens Industriais,Transporte,Transporte Ferroviário
MRVE3,MRV,MRVE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20915,MRV ENGENHARIA E PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MRVE3,https://www.google.com/search?q=MRV Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
MSPA3,MELHOR SP,MSPA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3654,CIA MELHORAMENTOS DE SAO PAULO,https://br.tradingview.com/symbols/BMFBOVESPA-MSPA3,https://www.google.com/search?q=MELHOR SP Papel e Celulose,Papel e Celulose,Materiais Básicos,Madeira e Papel,Papel e Celulose
MSPA4,MELHOR SP,MSPA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=3654,CIA MELHORAMENTOS DE SAO PAULO,https://br.tradingview.com/symbols/BMFBOVESPA-MSPA4,https://www.google.com/search?q=MELHOR SP Papel e Celulose,Papel e Celulose,Materiais Básicos,Madeira e Papel,Papel e Celulose
MSRO3,MAESTROLOC,MSRO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23612,MAESTRO LOCADORA DE VEICULOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MSRO3,https://www.google.com/search?q=MAESTROLOC Aluguel de carros,Aluguel de carros,Consumo Cíclico,Diversos,Aluguel de carros
MTIG3,METAL IGUACU,MTIG,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8605,METALGRAFICA IGUACU S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MTIG3,https://www.google.com/search?q=METAL IGUACU Embalagens,Embalagens,Materiais Básicos,Embalagens,Embalagens
MTIG4,METAL IGUACU,MTIG,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8605,METALGRAFICA IGUACU S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MTIG4,https://www.google.com/search?q=METAL IGUACU Embalagens,Embalagens,Materiais Básicos,Embalagens,Embalagens
MTRE3,MITRE REALTY,MTRE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24902&idioma=pt-br,MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MTRE3,https://www.google.com/search?q=MITRE REALTY Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
MTSA3,METISA,MTSA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8753,METISA METALURGICA TIMBOENSE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MTSA3,https://www.google.com/search?q=METISA Máq. e Equip. Construção e Agrícolas,Máq. e Equip. Construção e Agrícolas,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas
MTSA4,METISA,MTSA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8753,METISA METALURGICA TIMBOENSE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MTSA4,https://www.google.com/search?q=METISA Máq. e Equip. Construção e Agrícolas,Máq. e Equip. Construção e Agrícolas,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas
MULT3,MULTIPLAN,MULT,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20982,MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MULT3,https://www.google.com/search?q=MULTIPLAN Exploração de Imóveis,Exploração de Imóveis,Financeiro,Exploração de Imóveis,Exploração de Imóveis
MWET3,WETZEL S/A,MWET,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11991,WETZEL S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MWET3,https://www.google.com/search?q=WETZEL S/A Material Rodoviário,Material Rodoviário,Bens Industriais,Material de Transporte,Material Rodoviário
MWET4,WETZEL S/A,MWET,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11991,WETZEL S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MWET4,https://www.google.com/search?q=WETZEL S/A Material Rodoviário,Material Rodoviário,Bens Industriais,Material de Transporte,Material Rodoviário
MYPK3,IOCHP-MAXION,MYPK,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11932,IOCHPE MAXION S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-MYPK3,https://www.google.com/search?q=IOCHP-MAXION Automóveis e Motocicletas,Automóveis e Motocicletas,Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas
NEMO3,SUZANO HOLD,NEMO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=9067,SUZANO HOLDING S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-NEMO3,https://www.google.com/search?q=SUZANO HOLD Papel e Celulose,Papel e Celulose,Materiais Básicos,Madeira e Papel,Papel e Celulose
NEMO5,SUZANO HOLD,NEMO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=9067,SUZANO HOLDING S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-NEMO5,https://www.google.com/search?q=SUZANO HOLD Papel e Celulose,Papel e Celulose,Materiais Básicos,Madeira e Papel,Papel e Celulose
NEMO6,SUZANO HOLD,NEMO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=9067,SUZANO HOLDING S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-NEMO6,https://www.google.com/search?q=SUZANO HOLD Papel e Celulose,Papel e Celulose,Materiais Básicos,Madeira e Papel,Papel e Celulose
NEOE3,NEOGRID,NGRD,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15539&idioma=pt-br,NEOGRID PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-NEOE3,https://www.google.com/search?q=NEOGRID Programas e Serviços,Programas e Serviços,Tecnologia da Informação,Programas e Serviços,Programas e Serviços
NEOE3,NEOENERGIA,NEOE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=15539,NEOENERGIA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-NEOE3,https://www.google.com/search?q=NEOENERGIA Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
NORD3,NORDON MET,NORD,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=9083,NORDON INDUSTRIAS METALURGICAS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-NORD3,https://www.google.com/search?q=NORDON MET Máq. e Equip. Industriais,Máq. e Equip. Industriais,Bens Industriais,Máquinas e Equipamentos,Máq. e Equip. Industriais
NRTQ3,NORTCQUIMICA,NRTQ,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22985,NORTEC QUÍMICA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-NRTQ3,https://www.google.com/search?q=NORTCQUIMICA Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,Saúde,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos
NTCO3,GRUPO NATURA,NTCO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24783&idioma=pt-br,NATURA &CO HOLDING S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-NTCO3,https://www.google.com/search?q=GRUPO NATURA Produtos de Uso Pessoal,Produtos de Uso Pessoal,Consumo não Cíclico,Produtos de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal
ODER3,ODERICH,ODER,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4693,CONSERVAS ODERICH S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ODER3,https://www.google.com/search?q=ODERICH Alimentos Diversos,Alimentos Diversos,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
ODER4,ODERICH,ODER,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=4693,CONSERVAS ODERICH S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ODER4,https://www.google.com/search?q=ODERICH Alimentos Diversos,Alimentos Diversos,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos
ODPV3,ODONTOPREV,ODPV,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20125,ODONTOPREV S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-ODPV3,https://www.google.com/search?q=ODONTOPREV Análises e Diagnósticos,Análises e Diagnósticos,Saúde,Análises e Diagnósticos,Análises e Diagnósticos
OFSA3,OUROFINO S/A,OFSA,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23507,OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-OFSA3,https://www.google.com/search?q=OUROFINO S/A Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,Saúde,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos
OIBR3,OI,OIBR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11312,OI S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-OIBR3,https://www.google.com/search?q=OI Telecomunicações,Telecomunicações,Comunicações,Telecomunicações,Telecomunicações
OIBR4,OI,OIBR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=11312,OI S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-OIBR4,https://www.google.com/search?q=OI Telecomunicações,Telecomunicações,Comunicações,Telecomunicações,Telecomunicações
OMGE3,OMEGA GER,OMGE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=23426,OMEGA GERAÇÃO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-OMGE3,https://www.google.com/search?q=OMEGA GER Energia Elétrica,Energia Elétrica,Utilidade Pública,Energia Elétrica,Energia Elétrica
OPGM3B,GAMA PART,OPGM,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=17965,GAMA PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-OPGM3B,https://www.google.com/search?q=GAMA PART Outros,Outros,Outros,Outros,Outros
OPHE3B,OPPORT ENERG,OPHE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16942,OPPORTUNITY ENERGIA E PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-OPHE3B,https://www.google.com/search?q=OPPORT ENERG Outros,Outros,Outros,Outros,Outros
OPSE3B,SUDESTE S/A,OPSE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16586,SUDESTE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-OPSE3B,https://www.google.com/search?q=SUDESTE S/A Outros,Outros,Outros,Outros,Outros
OPTS3B,SUL 116 PART,OPTS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=16438,SUL 116 PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-OPTS3B,https://www.google.com/search?q=SUL 116 PART Outros,Outros,Outros,Outros,Outros
OSXB3,OSX BRASIL,OSXB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=21342,OSX BRASIL S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-OSXB3,https://www.google.com/search?q=OSX BRASIL Equipamentos e Serviços,Equipamentos e Serviços,"Petróleo, Gás e Biocombustíveis","Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços
PARD3,IHPARDINI,PARD,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=24090,INSTITUTO HERMES PARDINI S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-PARD3,https://www.google.com/search?q=IHPARDINI Análises e Diagnósticos,Análises e Diagnósticos,Saúde,Análises e Diagnósticos,Análises e Diagnósticos
PATI3,PANATLANTICA,PATI,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=94,PANATLANTICA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-PATI3,https://www.google.com/search?q=PANATLANTICA Artefatos de Ferro e Aço,Artefatos de Ferro e Aço,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
PATI4,PANATLANTICA,PATI,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=94,PANATLANTICA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-PATI4,https://www.google.com/search?q=PANATLANTICA Artefatos de Ferro e Aço,Artefatos de Ferro e Aço,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Ferro e Aço
PCAR3,P.ACUCAR-CBD,PCAR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=14826,CIA BRASILEIRA DE DISTRIBUICAO,https://br.tradingview.com/symbols/BMFBOVESPA-PCAR3,https://www.google.com/search?q=P.ACUCAR-CBD Alimentos,Alimentos,Consumo não Cíclico,Comércio e Distribuição,Alimentos
PDGR3,PDG REALT,PDGR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20478,PDG REALTY S.A. EMPREEND E PARTICIPACOES,https://br.tradingview.com/symbols/BMFBOVESPA-PDGR3,https://www.google.com/search?q=PDG REALT Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
PDTC3,PADTEC,PDTC,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18414&idioma=pt-br,PADTEC HOLDING S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-PDTC3,https://www.google.com/search?q=PADTEC Gestão de Recursos e Investimentos,Gestão de Recursos e Investimentos,Financeiro,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos
PEAB3,PAR AL BAHIA,PEAB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18708,CIA PARTICIPACOES ALIANCA DA BAHIA,https://br.tradingview.com/symbols/BMFBOVESPA-PEAB3,https://www.google.com/search?q=PAR AL BAHIA Holdings Diversificadas,Holdings Diversificadas,Financeiro,Holdings Diversificadas,Holdings Diversificadas
PEAB4,PAR AL BAHIA,PEAB,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=18708,CIA PARTICIPACOES ALIANCA DA BAHIA,https://br.tradingview.com/symbols/BMFBOVESPA-PEAB4,https://www.google.com/search?q=PAR AL BAHIA Holdings Diversificadas,Holdings Diversificadas,Financeiro,Holdings Diversificadas,Holdings Diversificadas
PETR3,PETROBRAS,PETR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=9512,PETROLEO BRASILEIRO S.A. PETROBRAS,https://br.tradingview.com/symbols/BMFBOVESPA-PETR3,"https://www.google.com/search?q=PETROBRAS Exploração, Refino e Distribuição","Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição"
PETR4,PETROBRAS,PETR,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=9512,PETROLEO BRASILEIRO S.A. PETROBRAS,https://br.tradingview.com/symbols/BMFBOVESPA-PETR4,"https://www.google.com/search?q=PETROBRAS Exploração, Refino e Distribuição","Exploração, Refino e Distribuição","Petróleo, Gás e Biocombustíveis","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição"
PETZ3,PETZ,PETZ,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25089&idioma=pt-br,PET CENTER COMERCIO E PARTICIPACOES S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-PETZ3,https://www.google.com/search?q=PETZ Produtos Diversos,Produtos Diversos,Consumo Cíclico,Comércio,Produtos Diversos
PFRM3,PROFARMA,PFRM,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20346,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-PFRM3,https://www.google.com/search?q=PROFARMA Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
PGMN3,PAGUE MENOS,PGMN,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=22608&idioma=pt-br,EMPREENDIMENTOS PAGUE MENOS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-PGMN3,https://www.google.com/search?q=PAGUE MENOS Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
PINE3,PINE,PINE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20567,BCO PINE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-PINE3,https://www.google.com/search?q=PINE Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
PINE4,PINE,PINE,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=20567,BCO PINE S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-PINE4,https://www.google.com/search?q=PINE Bancos,Bancos,Financeiro,Intermediários Financeiros,Bancos
PLAS3,PLASCAR PART,PLAS,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=13471,PLASCAR PARTICIPACOES INDUSTRIAIS S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-PLAS3,https://www.google.com/search?q=PLASCAR PART Automóveis e Motocicletas,Automóveis e Motocicletas,Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas
PLPL3,PLANOEPLANO,PLPL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=25070&idioma=pt-br,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-PLPL3,https://www.google.com/search?q=PLANOEPLANO Incorporações,Incorporações,Consumo Cíclico,Construção Civil,Incorporações
PMAM3,PARANAPANEMA,PMAM,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=9393,PARANAPANEMA S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-PMAM3,https://www.google.com/search?q=PARANAPANEMA Artefatos de Cobre,Artefatos de Cobre,Materiais Básicos,Siderurgia e Metalurgia,Artefatos de Cobre
PNVL3,DIMED,PNVL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=9342,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,https://br.tradingview.com/symbols/BMFBOVESPA-PNVL3,https://www.google.com/search?q=DIMED Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
PNVL4,DIMED,PNVL,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=9342,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,https://br.tradingview.com/symbols/BMFBOVESPA-PNVL4,https://www.google.com/search?q=DIMED Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,Saúde,Comércio e Distribuição,Medicamentos e Outros Produtos
POMO3,MARCOPOLO,POMO,http://bvmf.bmfbovespa.com.br/cias-listadas/empresas-listadas/ResumoEmpresaPrincipal.aspx?codigoCvm=8451,MARCOPOLO S.A.,https://br.tradingview.com/symbols/BMFBOVESPA-POMO3,https://www.google.com/search?q=MARCOPOLO Material Rodoviário,Material Rodoviário,Bens Industriais,Material de Transporte,Material Rodoviário
